Grade,Chapter,Topic Nos.,Topic,Subtopic Nos.,"Skill (Reading, Listening, Speaking, Writing, Language)",Domain & Axis,Standard , Learning Objectives Nos., Learning Objectives ," Linguistic Concepts (Grammar, Spelling, Rhetoric)",Saal Practice,Saal Lessons,,,,,,,,,,,,,,
Grade 2,,2.6,بنيـة اللغـة الـعـربـيـة: النحو والصرف,2.2.6,اللغة (النحو والصرف),اللغة,أن يـتـعـّرف المـتـعـلـم المفاهيم النحوية والصرفية ويستخدمها اسـتـخـداما صحيحا.,G2.5.2.2.6,"يحاكي المتعلم جملة اسمية بسيطة يتطابق فيها الاسم مع موصوفه للمفرد والمثنى، والجمع.",الجملة الإسمية: تطابق العدد بين المبتدأ والخبر,,,,,,,,,,,,,,,,
Grade 2,,2.6,بنيـة اللغـة الـعـربـيـة: النحو والصرف,2.2.6,اللغة (النحو والصرف),اللغة,أن يـتـعـّرف المـتـعـلـم المفاهيم النحوية والصرفية ويستخدمها اسـتـخـداما صحيحا.,G2.6.2.2.6,يطابق المتعلم في الجنس والعدد مطابقة صحيحة محاكيا نمطا في جملة النهي.,أساليب الكلام: تطابق الجنس والعدد في جملة النهي,,,,,,,,,,,,,,,,
Grade 2,,2.6,بنيـة اللغـة الـعـربـيـة: النحو والصرف,2.2.6,اللغة (النحو والصرف),اللغة,أن يـتـعـّرف المـتـعـلـم المفاهيم النحوية والصرفية ويستخدمها اسـتـخـداما صحيحا.,G2.7.2.2.6,"يميّز المتعلم بين أدوات الاستفهام محاكيا جملا تبدأ بـ متى، أين، من، ماذا، كيف، لماذا؟",أساليب الكلام: الإستفهام أدوات الإستفهام,,,,,,,,,,,,,,,,
Grade 2,,2.6,بنيـة اللغـة الـعـربـيـة: النحو والصرف,2.2.6,اللغة (النحو والصرف),اللغة,أن يـتـعـّرف المـتـعـلـم المفاهيم النحوية والصرفية ويستخدمها اسـتـخـداما صحيحا.,G2.8.2.2.6,"يوظف المتعلم حرفا العطف: و، أو في جمل من إنشائه محاكيا نمطا.","أساليب الكلام: حروف العطف: و، أو",,,,,,,,,,,,,,,,
Grade 2,,2.6,بنيـة اللغـة الـعـربـيـة: النحو والصرف,2.2.6,اللغة (النحو والصرف),اللغة,أن يـتـعـّرف المـتـعـلـم المفاهيم النحوية والصرفية ويستخدمها اسـتـخـداما صحيحا.,G2.9.2.2.6,يحول المتعلم الجملة المثبتة إلى منفية والعكس نمطا.,أساليب الكلام: النفي,,,,,,,,,,,,,,,,
Grade 2,,3.6,بنيـة اللغـة الـعـربـيـة: الإملاء,1.3.6,اللغة (الإملاء),اللغة,أن يكتب المتعلم الكلمات والجمل مراعيا قواعد الإملاء والترقيم.,G2.1.1.3.6,يكتب المتعلم الكلمات المبدوءة باللام الشمسية واللام القمرية كتابة صحيحة.,الحروف الشمسية والقمرية,,,,,,,,,,,,,,,,
Grade 2,,3.6,بنيـة اللغـة الـعـربـيـة: الإملاء,1.3.6,اللغة (الإملاء),اللغة,أن يكتب المتعلم الكلمات والجمل مراعيا قواعد الإملاء والترقيم.,G2.2.1.3.6,"يكتب المتعلم الكلمات المنتهية بالتنوين كتابة صحيحة، مفرقا بين النون والتنوين.",الكلمات المنتهية بالتنوين,,,,,,,,,,,,,,,,
Grade 2,,3.6,بنيـة اللغـة الـعـربـيـة: الإملاء,1.3.6,اللغة (الإملاء),اللغة,أن يكتب المتعلم الكلمات والجمل مراعيا قواعد الإملاء والترقيم.,G2.3.1.3.6,يكتب المتعلم الكلمات المنتهية بالتاء المفتوحة والتاء المربوطة والهاء كتابة صصحيحة.,التاء المفتوحة والمربوطة,,,,,,,,,,,,,,,,
Grade 2,,3.6,بنيـة اللغـة الـعـربـيـة: الإملاء,1.3.6,اللغة (الإملاء),اللغة,أن يكتب المتعلم الكلمات والجمل مراعيا قواعد الإملاء والترقيم.,G2.4.1.3.6,"يكتب المتعلم كلمات تتكون من 3-6 حروف، مكتسبة من محيطه اللغوي -إملاء منقول.",كلمات مكتسبة,,,,,,,,,,,,,,,,
Grade 2,,3.6,بنيـة اللغـة الـعـربـيـة: الإملاء,1.3.6,اللغة (الإملاء),اللغة,أن يكتب المتعلم الكلمات والجمل مراعيا قواعد الإملاء والترقيم.,5.1.3.6.G2,"يستخدم المتعلم علامات الترقيم علامة الاستفهام، النقطة، علامة التعجب.","علامات الترقيم: التعجب، الإستفهام، النقطة",,,,,,,,,,,,,,,,
Grade 2,,4.6,بنيـة اللغـة الـعـربـيـة: الخط,1.4.6,اللغة (الخط),اللغة,أن يكتب المتعلم بخط واضح وجميل مراعيا قواعد الخط العربي.,G2.1.1.4.6,يكتب المتعلم كلمات وجملا من كلمتين إلى ست كلمات بخط النسخ محاكيا نمطا.,,,,,,,,,,,,,,,,,
Grade 3,,1.1,المعـرفـة بـالـكـتـب والمطبوعات,1.1.1,القراءة,أسـاسـيـات القراءة,"أن يظهر المتعلم فهم لمفهوم المـادة المطبوعة ومكوناتها والغرض منها، ويميز البنية التنظيمية للنصوص القرائية.",G3.1.1.1.1,"يوضح المتعلم الأنماط التنظيمية للمطبوعات، مثال: صفحة، جـدول المحتويات، الفصول، مسرد المصطلحات، الفهرس، إلخ، متمكنا من استخدامها بطريقة صحيحة.",,,,,,,,,,,,,,,,,
Grade 3,,1.1,المعـرفـة بـالـكـتـب والمطبوعات,1.1.1,القراءة,أسـاسـيـات القراءة,"أن يظهر المتعلم فهم لمفهوم المـادة المطبوعة ومكوناتها والغرض منها، ويميز البنية التنظيمية للنصوص القرائية.",G3.2.1.1.1,يوظف المتعلم معرفته بالمطبوعات لدى قيامه بالبحث عن معلومات بوسائل رقمية أو من خلال الرسوم البيانية مثال: خرائط بسيطة أو جداول.,,,,,,,,,,,,,,,,,
Grade 3,,2.1,الــــوعــــي الصوتي,2.2.1,القراءة,أسـاسـيـات القراءة,"أن يظـهـر المـتـعـلم فهم بالأصوات والمقاطع الصوتية، والرموز المطبوعة والكلمات التي تمثلها.",G3.1.2.2.1,يطبق المتعلم معرفته بقواعد الصوتيات ليقرأ الكلمات المألوفة ويهجئ الكلمات غير المألوفة ومتعددة المقاطع.,,,,,,,,,,,,,,,,,
Grade 3,,2.1,الــــوعــــي الصوتي,2.2.1,القراءة,أسـاسـيـات القراءة,"أن يظـهـر المـتـعـلم فهم بالأصوات والمقاطع الصوتية، والرموز المطبوعة والكلمات التي تمثلها.",G3.2.2.2.1,"يحذف المتعلم صوتا في كلمة متعددة المقاطع ليكون كلمة جديدة، مثال: تستبدلون - تستدلون.",,,,,,,,,,,,,,,,,
Grade 3,,3.1,تعرف الكلمات والطلاقة,2.3.1,القراءة,أسـاسـيـات القراءة,أن يطبق المتعلم إستراتيجيات الـقـراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطـلاقـة مـع فـهـم المـعـاني والدلالات.,G3.1.2.3.1,"يوظف المتعلم العلاقات بين بعض المفردات الشائعة في الاستخدام، موظفا السياق لفهم معاني المـفـردات، مثل: بـذور، زراعــة، تربة، جذور، شمس.",,,,,,,,,,,,,,,,,
Grade 3,,3.1,تعرف الكلمات والطلاقة,2.3.1,القراءة,أسـاسـيـات القراءة,أن يطبق المتعلم إستراتيجيات الـقـراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطـلاقـة مـع فـهـم المـعـاني والدلالات.,G3.2.2.3.1,يقرأ المتعلم قراءة جهرية سليمة مراعيا التنغيم والضبط السليم في حدود 45 كلمة في الدقيقة الواحدة.,,,,,,,,,,,,,,,,,
Grade 3,,3.1,تعرف الكلمات والطلاقة,2.3.1,القراءة,أسـاسـيـات القراءة,أن يطبق المتعلم إستراتيجيات الـقـراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطـلاقـة مـع فـهـم المـعـاني والدلالات.,G3.3.2.3.1,يقرأ المتعلم قراءة سليمة نصوصا تخلو بعض كلماتها البسيطة من الضبط معتمدا على السياق.,,,,,,,,,,,,,,,,,
Grade 3,,1.2,مـــعـــرفـــة الـــفـــكـــر الـرئـيـسـة والتفاصيل,1.1.2,القراءة,قــــــــراءة الـنـصـوص الأدبية,"أن يـحـدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية.",G3.1.1.1.2,يجيب المتعلم عن أسئلة تظهر فهمه للفكر الرئيسة والفكر الفرعية مستعينا بالنص.,,,,,,,,,,,,,,,,,
Grade 3,,1.2,مـــعـــرفـــة الـــفـــكـــر الـرئـيـسـة والتفاصيل,1.1.2,القراءة,قــــــــراءة الـنـصـوص الأدبية,"أن يـحـدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية.",G3.2.1.1.2,"يطرح المتعلم أسئلة عن الفكرة الرئيسة والفكر الفرعية في نصوص شعرية، مبديا رأيه في المضمون.",,,,,,,,,,,,,,,,,
Grade 3,,1.2,مـــعـــرفـــة الـــفـــكـــر الـرئـيـسـة والتفاصيل,1.1.2,القراءة,قــــــــراءة الـنـصـوص الأدبية,"أن يـحـدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية.",G3.3.1.1.2,"يحدد المتعلم تطور الأحداث، موضحا الصراع بأنواعه، والبداية والوسط والنهاية والمغزى.",,,,,,,,,,,,,,,,,
Grade 3,,2.2,تــحــلــيــل النص,1.2.2,القراءة,قــــــــراءة الـنـصـوص الأدبية,"أن يحـدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها، ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمات والأساليب الأدبية المناسبة لنصوصهم.",G3.1.1.2.2,"يصف المتعلم الشخصيات الرئيسة في القصة، أو الحكاية الرمزية، أو الحكاية الخرافية.",,,,,,,,,,,,,,,,,
Grade 3,,2.2,تــحــلــيــل النص,1.2.2,القراءة,قــــــــراءة الـنـصـوص الأدبية,"أن يحـدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها، ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمات والأساليب الأدبية المناسبة لنصوصهم.",G3.2.1.2.2,"يحدد المتعلم الحوار في النص الأدبي قصة /مسرحية ودوره في الكشف عـن طبيعة الشخصيات طيب، شرير، شجاع، أناني من خلال أقوالها وأفعالها وأشكالها المرسومة.",,,,,,,,,,,,,,,,,
